index,ins,cycles,ipc,cpu energy,dram energy,total energy
1,3595524.4,2960990.2,1.2321655806872842,0.028845099999999995,0.0026977,0.031542799999999996
2,3558308.7,2793607.1,1.2760240067151956,0.005365,0.0010194000000000002,0.0063844
3,3540688.6,2789549.1,1.2702220634772916,0.006854300000000001,0.0009825999999999997,0.0078369
4,3534836.9,2761132.0,1.280647730182644,0.0024292000000000003,0.0010011,0.0034302999999999994
5,3534170.4,2773097.6,1.2746334433673279,0.008325099999999998,0.0011596,0.009484700000000002
6,3533677.7,2762314.6,1.279358673841027,0.0061401,0.0009643000000000001,0.007104399999999999
7,3535028.1,2782979.8,1.2705664161517074,0.003997800000000001,0.0008668,0.0048646
8,3540155.7,2771022.5,1.2776593274666699,0.0025268999999999995,0.0006102,0.0031371000000000003
9,3544049.7,2802078.2,1.264970329516234,0.008551,0.0008362000000000002,0.0093872
10,3549813.6,2791765.9,1.2716440067780592,0.0053468,0.0006347999999999999,0.005981600000000001
11,3547012.9,2818804.3,1.258997811702273,0.0157104,0.0008239,0.016534300000000002
12,3675321.5,2903890.1,1.2677607110176594,0.008215299999999998,0.0009644,0.0091797
13,3602852.2,2928654.5,1.2333809360228032,0.015686000000000002,0.0011291,0.016815100000000003
14,3601019.2,2953260.0,1.2213045272891285,0.013794,0.0012511999999999998,0.0150452
15,3600266.5,2852353.0,1.2625961028615689,0.0125548,0.0007202999999999999,0.013275099999999998
16,3600111.2,2917432.0,1.2356405660044896,0.0024413,0.0010437,0.003485
17,3619703.5,2969526.2,1.2206662530397483,0.0105286,0.0009887000000000001,0.011517300000000003
18,3623639.5,2951429.9,1.2301520816749867,0.0097656,0.0008851,0.0106507
19,3637367.9,3019171.5,1.2075626688840173,0.0169555,0.0012512,0.0182067
20,3642955.8,2974915.0,1.2260284926891285,0.005749500000000001,0.0013122,0.0070617000000000015
21,3642154.8,2919157.9,1.2486475075641434,0.009655799999999999,0.0013428000000000001,0.0109986
22,3668065.9,2998578.1,1.227741138520365,0.0154053,0.001245,0.0166503
23,3670451.5,2908693.9,1.2623553810979766,0.016278,0.0008666,0.0171446
24,3678518.3,2871748.8,1.2813187920522775,0.0022278,0.0006347,0.0028625
25,3672013.8,2899180.4,1.2672327450703644,0.0068663000000000005,0.0010132,0.007879500000000001
26,3626477.4,2848855.5,1.2730466899908457,0.0107422,0.0008605999999999999,0.011602799999999998
27,3627655.9,2843981.1,1.2761183998722638,0.00271,0.0006347,0.0033447
28,3683188.9,2852161.4,1.2914226188751765,0.0172851,0.0007019,0.017987
29,3687666.0,2862257.9,1.2885669356859002,0.0099731,0.000708,0.010681099999999999
30,3694895.1,2864076.1,1.2901922677263362,0.018731599999999998,0.0006774999999999999,0.019409100000000002
31,3700753.5,2932290.8,1.263476905548226,0.007611,0.000891,0.008502
32,3702789.0,2897046.8,1.2788208887722288,0.0048949,0.0008973,0.005792200000000001
33,3727041.0,2871958.9,1.2981206817868378,0.0062683,0.0006225,0.006890800000000001
34,3740361.2,2891599.6,1.2936917313439928,0.0033753000000000003,0.0006104,0.0039857
